title,category,city,postal,state,address,phone,website,rating,reviews,claimed,categories,placeId,lat,lng,imagesCount,_reason
Explosive Fitness,Gym,"Mainmajra, Panchkula",160101,Chandigarh,"Backside Entry, Nac Market, SCO 832, NAC Manimajra, Sector 13, Mainmajra, Panchkula, Chandigarh 160101, India",+91 96463 88770,https://www.explosivefitness.in/,5,63,False,"['Gym', ""Children's club"", 'Adaptive sports center', 'Physical fitness program', 'Physical therapy clinic', 'Wellness center', 'Yoga studio']",ChIJDdTe7QmTDzkR-ftWNnbC-TU,30.7097972,76.8419889,41,primary_cat
Bajrang Fitness(GYM),Fitness center,Chandigarh,160101,Chandigarh,"near UCO bank, Pipliwala Town, Adarsh Nagar, Sector 13, Chandigarh, 160101, India",+91 84377 16275,,5,57,False,['Fitness center'],ChIJoX-wVIeTDzkRsK54-C6prL0,30.7200933,76.8329135,29,primary_cat
Perfect Bodies Gym & Fitness Centre,Gym,Chandigarh,160101,Chandigarh,"#1007, Tedi Gali, near kalighata jewellers morigate, Sector 13, Chandigarh, 160101, India",+91 97797 51210,,4.7,79,True,['Gym'],ChIJHZP3OzCTDzkRPJ5BOSf8ooM,30.7138845,76.8357266,6,primary_cat
Iconic Fitness NAC Chandigarh,Gym,Chandigarh,160101,Chandigarh,"SCO 817, NAC Rd, NAC Manimajra, SECTOR 13, Sector 13, Chandigarh, 160101, India",+91 75288 81888,,5,45,False,['Gym'],ChIJ5_QBNUqTDzkRKbmwxuSt6w0,30.710148,76.8426657,21,primary_cat
DAVIS FITNESS CLUB,Personal trainer,Chandigarh,160001,Chandigarh,"Sukhna Lake, CHANDIGARH GOLF CLUB, near Budha Chowk, Sector 6, Chandigarh, 160001, India",+91 97804 93641,https://davisfitnessclub.wordpress.com/,5,61,False,"['Personal trainer', 'Fitness center', 'Gym', 'Obstetrician-gynecologist', 'Gynecologist', 'Physical fitness program', 'Weight loss service', ""Women's personal trainer""]",ChIJE_dewb_tDzkR9BfLRzU_fH0,30.7336713,76.8187557,2,primary_cat
Health and Fitness Club,Fitness center,Chandigarh,160101,Chandigarh,"Mani Majra Rd, Mariwala Town, Adarsh Nagar, Sector 13, Chandigarh, 160101, India",,,5,5,False,['Fitness center'],ChIJiUc-6vGTDzkRPXjAiDQFPh4,30.7197831,76.8297369,24,primary_cat
Gymaholic Wellness Studio,Fitness center,Chandigarh,160101,Chandigarh,"Mariwala Town, Shanti Nagar, Sector 13, Chandigarh, 160101, India",+91 99889 45428,,4.8,620,False,"['Fitness center', 'Aerobics instructor', 'Gym']",ChIJT4KpxC6TDzkRpxEs_hg0D_U,30.7187108,76.8338138,150,primary_cat
The Quads Fitness Gym,Fitness center,Chandigarh,160101,Chandigarh,"Ist Floor, Chowk, 57 , 58 C, near by Shivalik Garden, Subhash Nagar, Sector 13, Chandigarh, 160101, India",+91 75088 64945,https://thequadsfitness.com/,4.4,22,False,"['Fitness center', 'Gym']",ChIJzytdQHaTDzkRZzcPhJabRxc,30.7203645,76.8381967,23,primary_cat
T-ZONE GYM,Fitness center,Chandigarh,160101,Chandigarh,"Vill, near cga, Kishangarh, Chandigarh, 160101, India",,,4.8,30,False,['Fitness center'],ChIJbQaFAYDtDzkRjg8gP0S1gag,30.7340076,76.825328,22,primary_cat
Body Fitness Gym for Ladies and Gents,Gym,Panchkula,160101,Chandigarh,"PRCJ+2X2, Pipliwala Town, Adarsh Nagar, Sector 13, Panchkula, Chandigarh 160101, India",,,4.3,61,True,['Gym'],ChIJ74rEUSmTDzkR71M1wj0ehmk,30.7200182,76.8323976,2,primary_cat
Body Reshape Gym,Fitness center,"Kansal, Chandigarh",160103,Punjab,"Sukhna Enclave, to, Kansal Rd, behind Rock Garden, near Chandigarh Apartments, Kaimbwala, Kansal, Chandigarh, Punjab 160103, India",+91 76961 46832,,5,30,False,['Fitness center'],ChIJN-ZuR_7tDzkRwEYsY2Hmg_g,30.7555243,76.8130484,31,primary_cat
Overheat Athletes,Fitness center,Chandigarh,160001,Chandigarh,"Kartar Aasra Road, near Gur Sagar Gurudwara, Rock Garden of Chandigarh, Sector 1, Chandigarh, 160001, India",,https://www.instagram.com/overheatathletes?igsh=NzJ6ZTg3MXZ0OW8z&utm_source=qr,5,18,False,['Fitness center'],ChIJn5z-kHjtDzkRLovw0DOrPNc,30.7496358,76.8128927,22,primary_cat
Lake Club,Club,Chandigarh,160001,Chandigarh,"PRW5+CVV, Uttar Marg, Near Sukhna Lake, Sector 1, Chandigarh, 160001, India",+91 172 274 0624,,4.2,866,True,"['Club', 'Gym']",ChIJM-BhWkftDzkRjnRRlAJvngo,30.746122,76.8096686,1368,secondary_cat
Grewal fitness club,Gym,Chandigarh,160101,Chandigarh,"606, gate wali gali, Kishangarh, Chandigarh, 160101, India",+91 84273 80204,,5,1,False,['Gym'],ChIJg3YhyK3tDzkRrU4lPPXMHLc,30.7223269,76.8212084,14,primary_cat
RK Fitness,Gym,Chandigarh,160019,Chandigarh,"New Timber Market, Plot no. 35, Timber Market, Sector 26, Chandigarh, 160019, India",+91 98146 67274,https://rkfitnessgyms.vercel.app/,4.5,24,False,['Gym'],ChIJUWHLtAbtDzkRVUct9mddD7Q,30.7199856,76.8141206,23,primary_cat
Cult,Fitness center,Chandigarh,160018,Chandigarh,"Madhya Marg, Sector 8C, Sector 8, Chandigarh, 160018, India",,,4.6,167,False,['Fitness center'],ChIJp1rc4vPtDzkRpUZOLx5HAu0,30.7391754,76.7927728,149,primary_cat
Octane Gym Sector 19,Fitness center,Chandigarh,160019,Chandigarh,"Sco 21 - 22, 19D, Sector 19, Chandigarh, 160019, India",+91 99159 86119,,4.8,538,False,"['Fitness center', 'Gym']",ChIJrd3zAPPtDzkR6FDIbm8h2t8,30.730012,76.7909707,54,primary_cat
Shiv - The Personal Fitness Trainer,Fitness center,Chandigarh,160018,Chandigarh,"Sector 18-C, Sector 18, Chandigarh, 160018, India",+91 99889 53079,,4.9,171,False,['Fitness center'],ChIJD3ca6ZXtDzkR1mvEqpqb98w,30.7316381,76.7892774,401,primary_cat
Black Pavo,Fitness center,Chandigarh,160008,Chandigarh,"First Floor, SCO 28-29, Madhya Marg, Sector 8C, Sector 8, Chandigarh, 160008, India",,,5,78,False,"['Fitness center', 'Aerobics instructor', 'Dance instructor', 'Dance school', 'Gym', 'Physical fitness program', 'Pilates studio', 'Weight loss service', 'Yoga studio']",ChIJ8fExPwTtDzkRIdHqBYnpUa4,30.7359221,76.7961374,32,primary_cat
F3 Fight For Fitness,Fitness center,Chandigarh,160030,Chandigarh,"Sco 75, Block B, CSIO Colony, Sector 30-C, Sector 30, Chandigarh, 160030, India",,,4.6,14,False,"['Fitness center', 'Spa and health club']",ChIJFUB-4iLtDzkR8IKgvrsCQhY,30.7149953,76.7877667,6,primary_cat
The Lift Well Club,Personal trainer,Chandigarh,160009,Chandigarh,"SCO 48, 9D, Sector 9, Chandigarh, 160009, India",+91 96543 46954,,5,74,False,['Personal trainer'],ChIJlye2YQjtDzkRy51_wEDHw_o,30.7446952,76.7887618,27,primary_cat
The Walk Gym Sector 7,Fitness center,Chandigarh,160019,Chandigarh,"Second Floor, SCO 20, Sector 7-C, Sector 7, Chandigarh, 160019, India",+91 73800 29915,,5,65,False,"['Fitness center', 'Gym']",ChIJmQC4DHDtDzkRADfIIExDqdA,30.7313948,76.7996538,24,primary_cat
"Pro Ultimate Gyms - Sector 7-C, Chandigarh",Gym,Chandigarh,160019,Chandigarh,"SCO 43, Floor, 1-2, Sector 7-C, Sector 7, Chandigarh, 160019, India",+91 86869 00043,https://www.proultimategyms.in/,4.9,422,False,['Gym'],ChIJr_IL_FvtDzkRdj9kw1s9OFY,30.7296144,76.8013364,85,primary_cat
Burn Gym,Gym,Chandigarh,160009,Chandigarh,"1st & 2nd Floor, SCO 62, 65, Madhya Marg, Sector 8C, Chandigarh, 160009, India",+91 98787 79672,https://www.burngym.com/,4.6,1084,False,['Gym'],ChIJBQFHNxLtDzkRkw-vp_pfZH8,30.7390923,76.7936931,213,primary_cat
Solus Fitness Studio,Fitness center,Chandigarh,160030,Chandigarh,"Top Floor, SCF 75, Block B, CSIO Colony, Sector 30-C, Sector 30, Chandigarh, 160030, India",+91 90560 54029,https://www.instagram.com/solusfitnessstudio?igsh=MTdleTdpY2Vpb210cg==,5,18,False,"['Fitness center', 'Bikram yoga studio', 'Martial arts club', 'Martial arts school', 'Muay Thai boxing gym', 'Self defense school', 'Weight loss service', 'Yoga instructor', 'Yoga retreat center', 'Yoga studio']",ChIJzetzpkPtDzkRY6-fJXigWGo,30.7150077,76.7877659,17,primary_cat
Octane Fitness 27,Gym,Chandigarh,160019,Chandigarh,"SCO 9, 1st and 2nd Floor, Sector 27D, Sector 27, Chandigarh, 160019, India",+91 78140 24089,,4.8,269,False,['Gym'],ChIJGVdH1LHtDzkR3rKRs6TUo18,30.7235501,76.797169,38,primary_cat
UR Fitness Personalised,Fitness center,Chandigarh,160019,Chandigarh,"SCO 3-A Top floor, Madhya Marg, Sector 7-C, Sector 7, Chandigarh, 160019, India",+91 98727 03007,https://urfitnesspersonalised.com/,4.9,36,False,['Fitness center'],ChIJ74c5x8PtDzkRDG91a9WisX8,30.7341432,76.7968613,21,primary_cat
"Wellness Zone, High Voltage Training Center",Gym,Chandigarh,160101,Chandigarh,"MWT, Mariwala Town, Shanti Nagar, Sector 13, Chandigarh, 160101, India",+91 95011 13017,,4.8,10,True,['Gym'],ChIJv6Lkrx2TDzkR9fXbCr3j744,30.7192038,76.8299287,31,primary_cat
Octane fitness,Fitness center,Chandigarh,160019,Chandigarh,"S.C.O 28 1st & 2nd Floor, above hdfc bank, Sector 26, Chandigarh, 160019, India",+91 98789 76138,,4.8,176,False,['Fitness center'],ChIJD8N4saztDzkR7NjaZNqQAQ4,30.7269963,76.8039986,46,primary_cat
BodyZone Fitness & Spa,Fitness center,Chandigarh,160009,Chandigarh,"S.C.O. 180-187, Second Floor, Madhya Marg, Sector 9 C, Chandigarh, 160009, India",+91 172 507 7770,https://www.bodyzonegym.in/,4.6,756,False,"['Fitness center', 'Aerobics instructor', 'Gym', 'Personal trainer', 'Salsa classes', 'Sauna', 'Yoga retreat center', 'Yoga studio']",ChIJc6Zaew3tDzkR5cWEH4tDWOE,30.7413211,76.7908863,943,primary_cat
Cult Gym Sector 26,Fitness center,Chandigarh,160019,Chandigarh,"1st and 2nd floor, SCO NO. 2, Sector 26, Chandigarh, 160019, India",+91 98155 52878,"https://www.cult.fit/cult/center/sector%2026,%20chandigarh/Cult-Sector-26-Chandigarh/1321?utm_source=gmb&utm_medium=organic",4.7,200,False,"['Fitness center', 'Boxing club', 'Boxing gym', 'Gym', 'Personal trainer', 'Physical fitness program', 'Training center', 'Weight loss service', 'Yoga instructor', 'Yoga studio']",ChIJvRkS-zntDzkRJzssJl5cZSY,30.7288036,76.8022392,128,primary_cat
"Senior Club, Ordnance Factory",Gym,Chandigarh,160030,Chandigarh,"Ordnance Cable Factory Colony, Sector 29 B, 29, 136, Chandi Path, Ordnance Cable Factory Colony, Sector D, Sector 29, Chandigarh, 160030, India",,,3.9,50,True,['Gym'],ChIJR8Kw4eTsDzkR4eyWhAUjGPM,30.7127906,76.793016,9,primary_cat
Bon Sante - Established 1989,Gym,Chandigarh,160017,Chandigarh,"SCO 62-63, Sector 17A, 17A, Sector 17, Chandigarh, 160017, India",+91 99886 64822,https://youtube.com/channel/UCGmSBCWIasZtNlPPhHGN3iA,4.8,175,False,['Gym'],ChIJlTgtNHPtDzkRTz2NAWxrr44,30.7434356,76.7872131,21,primary_cat
Hard Work Gym,Fitness center,Chandigarh,160101,Chandigarh,"Shop No. 1059/14 , Second Floor Govindpua, beside Punjab Dairy, Sector 13, Chandigarh, 160101, India",,,5,4,False,['Fitness center'],ChIJcc6rBpWTDzkRRF3-0dzs8lk,30.7128757,76.8353422,3,primary_cat
Revive Pilates and Yoga Studio,Fitness center,Chandigarh,160008,Chandigarh,"SCO 150, Sector 8C, Sector 7, Chandigarh, 160008, India",+91 98152 22699,https://instagram.com/revivestudiochd,5,58,False,['Fitness center'],ChIJUzOsPAjtDzkRjL5rrctxu2c,30.7315759,76.7995693,25,primary_cat
Cageworld Fitness Academy,Fitness center,Chandigarh,160019,Chandigarh,"Sco - 3, 2nd Floor, near Gopal Sweets, Block C, Sector 27, Chandigarh, 160019, India",+91 98783 32341,,5,311,False,"['Fitness center', 'Boxing club', 'Freestyle wrestling', 'Kickboxing school', 'Martial arts club', 'Taekwondo school', 'Yoga studio']",ChIJT8vLCvHtDzkRrpsnppvUU0g,30.7202321,76.8009586,354,primary_cat
ASSA Fitness Academy,Fitness center,Chandigarh,160019,Chandigarh,"SCO 25, 2nd Floor, 19D, Chandigarh, 160019, India",+91 74048 86741,,4.9,92,False,"['Fitness center', 'Charter school']",ChIJsSN-QeXtDzkR_Q-NrZ-S1ME,30.729912,76.7909764,298,primary_cat
Sports Complex,Sports complex,Chandigarh,160019,Chandigarh,"Sector 7B, Sector 7, Chandigarh, 160019, India",,,4.4,46,False,['Sports complex'],ChIJqbux8vHtDzkRkDt1ot5vnHA,30.7350314,76.8041107,129,primary_cat
YoKalp (Pilates & Yoga Studio),Yoga studio,Chandigarh,160019,Chandigarh,"1st floor, SCO-2, Madhya Marg, near Nik Baker, Sector 7-C, Sector 7, Chandigarh, 160019, India",+91 96468 90700,https://yokalp.com/,5,202,False,"['Yoga studio', 'Pilates studio']",ChIJgYG3BGHtDzkRhA8pmsIQ0hc,30.7340504,76.7971421,70,primary_cat
Sagar Diwan Athletic Training Centre,Fitness center,Chandigarh,160001,Chandigarh,"Golf Association, Sector 6, Chandigarh, 160001, India",,,4.5,6,False,['Fitness center'],ChIJkfdGLwLtDzkRhlAEts4Olq0,30.7350025,76.8242893,23,primary_cat
Pro Yokalp,Pilates studio,Chandigarh,160009,Chandigarh,"2nd Floor, SCO: 4-5, Madhya Marg, 9D, Sector 9, Chandigarh, 160009, India",+91 81464 00026,https://www.yokalp.com/,4.9,34,False,['Pilates studio'],ChIJc6O0yl_tDzkRfTU4pekCuPU,30.7458708,76.7875253,107,primary_cat
Best personal trainer Chandigarh - Lake Trainer,Personal trainer,Chandigarh,160002,Chandigarh,"2211, Sector 28 C, Sector 28, Chandigarh, 160002, India",+91 98766 83026,https://youtube.com/@laketrainer5468,5,49,False,"['Personal trainer', 'Fitness center']",ChIJH6G1N2TtDzkRKH2t0XHO5YQ,30.7143026,76.8042115,2,primary_cat
Yogic fitness,Yoga studio,"Kansal, Sahibzada Ajit Singh Nagar",160103,Punjab,"QR59+33P, Kansal, Sahibzada Ajit Singh Nagar, Punjab 160103, India",+91 83600 19832,,5,5,True,['Yoga studio'],ChIJRd-JQU3tDzkR4GR5ysIkOls,30.7577052,76.8177077,2,primary_cat
Country Club,Fitness center,Chandigarh,160009,Chandigarh,"SCO No. 44 & 45 2nd Floor, Sector 9D, Madhya Marg, above Punjab National Bank, Chandigarh, 160009, India",+91 172 417 2046,https://www.countryclubindia.net/,3,107,True,"['Fitness center', 'Club']",ChIJbwWy33LtDzkR4Zef_2Y6ZLY,30.7446283,76.7884705,2,primary_cat
Modicare Lifestyle Center,Gym,Chandigarh,,Chandigarh,"Block B, CSIO Colony, Sector 30-C, Sector 30, Chandigarh, 160030, India",,,5,12,True,['Gym'],ChIJVUIOh_vsDzkRNodHON09p2I,30.7148611,76.7879678,10,primary_cat
Padel Haus,Fitness center,Chandigarh,160101,Chandigarh,"IT Park Rd, Kishangarh, Chandigarh, 160101, India",+91 98882 57781,http://hudle.in/,5,11,False,['Fitness center'],ChIJIx5nVh7tDzkRXLWefosPhmQ,30.7267585,76.8257957,10,primary_cat
Mera Qi,Yoga studio,Chandigarh,160018,Chandigarh,"544 sector 18-b 2nd Gate, Chandigarh 160018, India",+91 98772 66362,,5,63,False,"['Yoga studio', 'Coworking space', 'Painting studio']",ChIJ9YhxPvbtDzkRQDAF2T1WxjE,30.7357887,76.7928008,86,primary_cat
Yogastu Wellness,Yoga studio,Chandigarh,160009,Chandigarh,"9D, Sector 9, Chandigarh, 160009, India",+91 97292 09066,http://buildwithyogi.com/,5,21,False,"['Yoga studio', 'Fitness center', 'Home health care service', 'Meditation center', 'Meditation instructor', 'Mental health service', 'Naturopathic practitioner', 'Pain control clinic', 'Personal trainer', 'Yoga instructor']",ChIJLV1zR3TtDzkR84Jw2lRFp1Q,30.7469547,76.7936132,30,primary_cat
Amaira Spa & Health Club - Hyatt Regency,Spa and health club,Chandigarh,160002,Chandigarh,"Hyatt Regency Chandigarh, First Floor, Chandigarh, 160002, India",+91 172 440 1290,https://www.hyatt.com/en-US/hotel/india/hyatt-regency-chandigarh/ixchr/area-attractions?src=gplaces_amairaspa,4.2,22,False,['Spa and health club'],ChIJ35jsLursDzkRLJkMKpCBpBM,30.70451,76.800466,20,primary_cat
SUBZERO FITNESS,Gym,Chandigarh,160009,Chandigarh,"SCO 9-10, 11-12-13, Madhya Marg, 9D, Sector 9, Chandigarh, 160009, India",+91 172 468 1900,,4.5,153,False,['Gym'],ChIJA-gAiBHtDzkRHFKZsIUz4jk,30.7454437,76.7872403,18,primary_cat
Friends Gym,Gym,Chandigarh,160101,Chandigarh,"2306/3, Mariwala Town, Shanti Nagar, Sector 13, Chandigarh, 160101, India",+91 98155 52728,https://www.instagram.com/gymfriendsclub/,4.9,9,False,['Gym'],ChIJs3NLmEmTDzkRKD7SqKPt9e4,30.7188979,76.8283708,32,primary_cat
AVG Healthcare ( HEALTH VITALS PVT. LTD ),Wellness center,Chandigarh,160101,Chandigarh,"Ist Floor, AVG Healthcare ( HEALTH VITALS PVT. LTD, SCO 866, NAC Rd, MM, Sector 13, Chandigarh, 160101, India",+91 95011 06343,https://www.avghealthcare.com/,4.9,39,False,['Wellness center'],ChIJK2aCQC7Yio8RYXWaofHwwro,30.7079495,76.8383292,13,primary_cat
The Reset Space,Wellness center,Chandigarh,160009,Chandigarh,"1081, Sector 8C, Sector 8, Chandigarh, 160009, India",+91 98771 13277,http://theresetspace.in/,5,6,False,['Wellness center'],ChIJIfd2eVHtDzkRrIHG1M6A3ds,30.7389399,76.7946696,5,primary_cat
Parshada House,Bed & breakfast,Chandigarh,160101,Chandigarh,"New Modern Housing Complex, House Number 5693, Sector 13, Chandigarh, 160101, India",+91 98789 16170,https://www.instagram.com/parshada_house,4.8,117,False,"['Bed & breakfast', 'Yoga studio']",ChIJiS5syuDtDzkRhZHYNHtfhv0,30.7153172,76.8281222,205,secondary_cat
Yogoda Satsanga Dhyana Kendra - Chandigarh,Meditation center,Chandigarh,160002,Chandigarh,"Near, Gurjar Bhawan Rd, Sector 28 D, Sector 28, Chandigarh, 160002, India",+91 94631 24539,https://chandigarh.ysskendra.org/,4.8,90,False,"['Meditation center', 'Ashram', 'Yoga studio']",ChIJlaoV2ubsDzkR74QAfSsDgWE,30.7154347,76.7995858,45,secondary_cat
Shiv Yoga Health Chandigarh,Yoga instructor,Chandigarh,160019,Chandigarh,"House 155, 27A, sector 27a, Chandigarh, 160019, India",+91 70156 39610,,5,21,False,"['Yoga instructor', 'Yoga studio']",ChIJ1V2dgcrtDzkRVzo6cB20WkE,30.7251463,76.7978758,85,primary_cat
Meenakshi Sud,Yoga studio,Chandigarh,160009,Chandigarh,"House No. 73, 9A, Sector 9, Chandigarh, 160009, India",+91 99885 06282,,5,6,True,['Yoga studio'],ChIJSVS5TmntDzkR_Mam3p-Jsj4,30.7508102,76.7975639,1,primary_cat
Aliine By Ageology,Wellness center,Chandigarh,160009,Chandigarh,"Second Floor, SCO - 24-25, Madhya Marg, 9D, Sector 9, Chandigarh, 160009, India",+91 99151 76220,https://www.aliine.in/?utm_source=local&utm_medium=gbp&utm_campaign=aliine,5,2,False,"['Wellness center', 'Body shaping class', 'Facial spa', 'Medical spa', 'Pilates studio', 'Skin care clinic', 'Weight loss service', 'Yoga studio']",ChIJ_fAaoxDtDzkRyGdCON8PguY,30.7451257,76.7877063,18,primary_cat
Yoga Prana Studio,Yoga studio,Chandigarh,160009,Chandigarh,"Sector 8A, Sector 8, Chandigarh, 160009, India",,,5,2,False,['Yoga studio'],ChIJhW_jPgDtDzkRjsVSNdWZcPo,30.7412574,76.8033137,78,primary_cat
Photon physio clinic,Fitness center,Chandigarh,160101,Chandigarh,"opposite main market, Modern Housing Complex, Sector 13, Chandigarh, 160101, India",+91 98177 97741,http://photonphysio.com/,5,3,False,"['Fitness center', 'Physical therapy clinic']",ChIJ2Wcl64OTDzkRjYVPxO7rTw8,30.7157289,76.8313884,4,primary_cat
AnandSutra - Isha Hatha Yoga Chandigarh,Yoga studio,Chandigarh,160009,Chandigarh,"668, 8B, Sector 8, Chandigarh, 160009, India",+91 96607 58485,https://anandsutra.org/,5,100,False,['Yoga studio'],ChIJzyW2wi7tDzkRJVkXZrhkVug,30.7426122,76.7951115,52,primary_cat
Birth & Beyond,Yoga instructor,Chandigarh,160002,Chandigarh,"H.No. 149, Sector 28A, Sector 28, Chandigarh, 160002, India",+91 98148 07988,https://birthnbeyond.co.in/,5,88,False,"['Yoga instructor', 'Childbirth class', 'Lactation service', 'Meditation center', 'Meditation instructor', 'Yoga retreat center', 'Yoga studio']",ChIJZ6CIkcftDzkRBzemobr5bCI,30.7202152,76.8071102,39,primary_cat
Ranjeet Yoga studio,Yoga studio,Chandigarh,160001,Chandigarh,"Silence of garden, Sukhna lake, Sector 6, Chandigarh, 160001, India",+91 76963 37704,,5,8,False,['Yoga studio'],ChIJx-vA77STDzkRsZCN686ow_M,30.738187,76.8299991,2,primary_cat
YogaFI,Yoga studio,"Chandigarh, Sukteri",160101,Chandigarh,"Right Global Info Solutions, Right Global Info Solutions, Plot no. 16, Rajiv Gandhi Technology Park, Phase - I, Sector 13, Chandigarh, 160101, India",,http://www.yogafi.org/,,,False,['Yoga studio'],ChIJQ8UB_w6TDzkRlYv1toSacI4,30.7270685,76.8405706,5,primary_cat
Fouji Music & Dance Academy,Fitness center,Chandigarh,160101,Chandigarh,"2242-A, Mariwala Town, Shanti Nagar, Sector 13, Chandigarh, 160101, India",,,4.3,11,False,"['Fitness center', 'Dance school', 'Music school', 'Music instructor', 'Vocal instructor']",ChIJI3HE03qTDzkRDw9Z8KR2LPY,30.7196028,76.8300775,334,primary_cat
"Lemon Tree Hotel, Chandigarh",Gym,Chandigarh,160002,Chandigarh,"Plot No. 3, MW, Industrial Area Phase I, Chandigarh, 160002, India",+91 172 442 3232,http://www.lemontreehotels.com/lemon-tree-hotel/chandigarh/hotel-chandigarh?utm_source=Google&utm_medium=GMB,3.9,4129,False,"['Gym', 'Bar', 'Bed & breakfast', 'Conference center', 'Hotel', 'Inn', 'Lodge', 'Motel', 'Restaurant', 'Spa']",ChIJL6TVyQvtDzkRuih6zLyp6OA,30.7055245,76.8031024,2250,primary_cat
"Human Fitness - Best Gym In Chandigarh , Gyms in Chandigarh",Fitness center,Chandigarh,160009,Chandigarh,"S.C.O, 34-37, Madhya Marg, 9D, Chandigarh, 160009, India",+91 172 403 9399,,4.8,369,False,"['Fitness center', 'Gym', 'Gymnastics club', 'Health spa', 'Spa and health club']",ChIJVVmbTJrtDzkReP7orytsx3M,30.7451164,76.787945,61,primary_cat
Royal fitness club | Best gym in chandigarh,Fitness center,Chandigarh,160009,Chandigarh,"Second Floor, 9D, Sector 9, Chandigarh, 160009, India",,https://vishal.beingmaker.com/,5,1,False,['Fitness center'],ChIJW4VnVqXtDzkRbzSrO0vQGSA,30.746665,76.7942484,1,primary_cat
Gym in Chandigarh,Fitness center,Chandigarh,160017,Chandigarh,"Pumping Iron sco 117 118 basment, Sector 17, Chandigarh, 160017, India",,,4.2,10,True,"['Fitness center', 'Gymnastics center', 'Spa and health club', 'Sports complex']",ChIJ7dlMTrrtDzkRRDEZTAEZuJo,30.7420614,76.7888738,2,primary_cat
IVT Oxy Health and Wellness Centre CGA Golf Range,Wellness center,Chandigarh,160001,Chandigarh,"CGA Golf Driving Range, Kishangarh, Chandigarh, 160001, India",,https://ivtindia.com/,5,4,True,['Wellness center'],ChIJZe0tpNHtDzkRVUAAbvbkXAs,30.735573,76.825743,9,primary_cat
Fitness Architects,Fitness center,Chandigarh,160018,Chandigarh,"123, Sector 18-C, Sector 18, Chandigarh, 160018, India",,,,,False,['Fitness center'],ChIJ9SdvxdvtDzkRbxynGmTmrSI,30.7332254,76.787029,1,primary_cat
Aumayuyogaclasses,Fitness center,Chandigarh,160030,Chandigarh,"1672/1, Ordnance Cable Factory Colony, Sector 29 B, Sector 29, Chandigarh, 160030, India",,,5,4,False,['Fitness center'],ChIJ9Q6cDcLtDzkRx8d7U1NiUSM,30.7107846,76.7953114,2,primary_cat
Tattva Yoga Studio Chandigarh,Yoga studio,Chandigarh,160019,Chandigarh,"746A, near petrol pump, Sector 7B, Sector 7, Chandigarh, 160019, India",,,,,False,['Yoga studio'],ChIJfbdc69yTDzkRF0T76HNL1RI,30.7308445,76.8014539,3,primary_cat
Pilates Please,Yoga studio,Panchkula,134109,Haryana,"second floor, SCO 352, Sector 9, Panchkula, Haryana 134109, India",+91 79862 90342,http://www.instagram.com/pilatespleaseofficial,5,80,False,"['Yoga studio', 'Pilates studio']",ChIJh7KEGhyTDzkR8zl9cHmum_c,30.6973888,76.8494087,27,primary_cat
The Body Town Gym & Spa,Gym,Chandigarh,160101,Chandigarh,"SCO-45, 2nd Floor, Pocket, 1, NAC Rd, Sector-13, Sector 13, Chandigarh, 160101, India",+91 90411 13633,,4.5,102,False,['Gym'],ChIJZYBMwkSTDzkRA8Yt90F69PU,30.7104084,76.8395147,16,primary_cat
Jovicyog,Yoga studio,Chandigarh,160001,Chandigarh,"Rock Garden of Chandigarh, Sector 1, Chandigarh, 160001, India",+91 88476 68554,,5,1,False,"['Yoga studio', 'Fitness center', 'Yoga instructor']",ChIJAfBoElLtDzkRXj08kS75CWw,30.7535003,76.8057776,11,primary_cat
R fitness Gym & Swimming Pool,Yoga studio,Chandigarh,160030,Chandigarh,"Udyog Path, near traffic challan office, Ordnance Cable Factory Colony, Sector 29 B, Sector 29, Chandigarh, 160030, India",+91 98888 82341,,4.8,6664,False,"['Yoga studio', 'Dance school', 'Gym', 'Martial arts club', 'Spa and health club', 'Swimming pool', 'Vitamin & supplements store', 'Water park', 'Wrestling school', 'Fitness center']",ChIJL3aY4uXsDzkR8oduhDsfM6s,30.7109974,76.7970844,606,primary_cat
Yog dhara academy,Yoga studio,Chandigarh,160019,Chandigarh,"Brahmrishi Yoga College, 19A, Sector 19, Chandigarh, 160019, India",+91 75080 78037,,5,1,True,['Yoga studio'],ChIJ23NyiBntDzkRUuAWCVqOjPs,30.7310584,76.7973289,12,primary_cat
Bull arena Gym,Gym,Chandigarh,160101,Chandigarh,"1157, Kishangarh Rd, near sukhna lake, Kishangarh, Chandigarh, 160101, India",,,5,29,False,['Gym'],ChIJA_FSPADtDzkRlipUP6Se-CI,30.7337744,76.8251949,29,primary_cat
Shrug Life CF,Gym,Kansal,160103,Punjab,"Sukhna Enclave, 56/57, Main Ave, Kaimbwala, Kansal, Sector 1, Kansal, Punjab 160103, India",+91 98759 35778,https://www.shruglife.in/,4.7,109,False,['Gym'],ChIJV96GSRjtDzkRCUzY4JxX1v4,30.753701,76.8165511,24,primary_cat
Carbon Fitness,Gym,Chandigarh,160101,Chandigarh,"2ND FLOOR, NAC Rd, NAC Manimajra, Sector 13, Chandigarh, 160101, India",,,4.5,52,False,['Gym'],ChIJG6H6ueaTDzkRH1Cp2D9e5yk,30.7108226,76.8434546,46,primary_cat
