title,category,city,postal,state,address,phone,website,rating,reviews,claimed,categories,placeId,lat,lng,imagesCount,_reason
Olympic physiotherapy and Fitness Centre Dr. Monica Singh Sports Injury Specialist,Fitness center,Panchkula,134112,Haryana,"2399 P, Sector 21, Panchkula, Haryana 134112, India",+91 95408 98777,https://drmonicasingh.netlify.app/,5,1191,False,"['Fitness center', 'Physical therapist', 'Occupational therapist', 'Sports massage therapist', 'Sports medicine physician']",ChIJo11oFt_8DDkREMPe6G4MdP0,30.680894,76.8728652,40,primary_cat
Yes maxx gym,Gym,Panchkula,134114,Haryana,"D-52, sco 7 ft, Mansa Devi Complex, Bhainsa Tibba, MDC Sector 4, Panchkula, Haryana 134114, India",+91 78886 84289,https://www.linkedin.com/in/shivani-chauhan-5a474b324,4.7,78,False,['Gym'],ChIJZYSMaxaTDzkRg9WUFt8KfW0,30.7224496,76.8515881,22,primary_cat
"Pro Ultimate Gyms - Sector 8, Panchkula",Gym,Panchkula,134109,Haryana,"2nd Floor, SCO 367-368, Sector 8, Panchkula, Haryana 134109, India",+91 97787 00008,https://www.proultimategyms.in/,4.9,673,False,['Gym'],ChIJhyYE-56TDzkRaMaWYXB_lhc,30.6987962,76.8490892,91,primary_cat
VAULT By Virat Kohli (Panchkula),Gym,Panchkula,134109,Haryana,"Ground floor, Hi5 Mall, Rajhans Theater, Sector Sector 5, Budanpur, Panchkula, Haryana 134109, India",+91 91151 43355,https://vaultbyviratkohli.com/,4.8,122,False,"['Gym', 'Fitness center', 'Personal trainer', 'Physical fitness program', 'Training center', 'Weight loss service', 'Weightlifting area', ""Women's personal trainer""]",ChIJf236d_qTDzkR8tCYryM12sk,30.6998547,76.852979,21,primary_cat
NRG Workouts,Gym,"Panchkula, Jhiwri Wala",134116,Haryana,"Sector 25, Panchkula Extension, Panchkula, Jhiwri Wala, Haryana 134116, India",+91 73472 24563,,4.4,49,False,['Gym'],ChIJHTIkJ2-UDzkR6022QXCYDjo,30.6696406,76.8861232,19,primary_cat
Capital Fitness Gym,Gym,Panchkula,134112,Haryana,"Sco 106 , 2 nd floor, Sector 11, Panchkula, Haryana 134112, India",+91 96546 01907,,4.9,58,False,['Gym'],ChIJEwr99_6VDzkRMYnP3wXKI58,30.6853566,76.8539902,13,primary_cat
Sapt Rishi Yog Studio,Wellness center,Panchkula,134109,Haryana,"House no 374, near Ram Mandir Road, Sector 2, Panchkula, Haryana 134109, India",+91 94786 45673,,5,14,False,"['Wellness center', 'Personal trainer']",ChIJ17RkqCaTDzkRrhrPYsqOr6k,30.692453,76.8668937,16,primary_cat
Yoga By Mahima,Yoga studio,Panchkula,134114,Haryana,"426, MDC 6, Mansa Devi Complex, Phase - I, Basement, Panchkula, Haryana 134114, India",+91 83028 45318,https://www.instagram.com/yogabymahima?igsh=bGJjYzZ5am9zMHhv,5,47,False,['Yoga studio'],ChIJUTyQJT-TDzkRTPBCD9UnWmU,30.7291652,76.8486505,31,primary_cat
FnY Studio,Yoga studio,Panchkula,134109,Haryana,"SCO69, 2nd Floor, Sector 6, Panchkula, Haryana 134109, India",+91 98882 15102,http://www.fnystudio.com/,4.7,32,False,"['Yoga studio', 'Dietitian', 'Physical fitness program', 'Wellness center', 'Wellness program', 'Yoga instructor', 'Yoga retreat center']",ChIJ149ALxOTDzkR9TlL2V_mB4c,30.705991,76.857443,35,primary_cat
"Yoga Trans by Shveta Sharma, Since 2013 (Offline & Online classes)",Yoga studio,Fatehpur,160104,Punjab,"1st Floor, S.C, F 7, Shiv Nagar, Sector-20, Peer Muchalla, Fatehpur, Punjab 160104, India",+91 94649 72493,http://yogatrans.org/,5,116,False,['Yoga studio'],ChIJ_03RhX6VDzkR5-LiqA5zHTo,30.6663481,76.8646006,447,primary_cat
Yoga Mind Body,Yoga studio,Panchkula,134112,Haryana,"379, Sector 21, Budanpur, Panchkula, Haryana 134112, India",+91 94631 25184,https://yogamindbody.in/,5,9,False,"['Yoga studio', 'Dietitian', 'Hypnotherapy service', 'Meditation instructor', 'Naturopathic practitioner', 'Wellness center']",ChIJvzOrgLCVDzkRTEwcfvbGqcw,30.6821125,76.867164,4,primary_cat
Yoga Ecstasy- Power Yoga Classes /Yoga Meditation Classes In Panchkula,Yoga studio,Panchkula,134112,Haryana,"SCO 82, above Canara Bank, Sector 4, Panchkula, Haryana 134112, India",+91 90237 54749,https://www.facebook.com/YogaPanchkula/,4.2,10,False,"['Yoga studio', 'Bikram yoga studio', 'Yoga instructor']",ChIJT07RMHuTDzkR6tV6IzQ-7tM,30.690334,76.860957,39,primary_cat
Ekyana Wellness | Yoga | Pilates | Ayurveda,Yoga studio,Panchkula,134109,Haryana,"Third floor, SCO 49-50, Sector 5, Panchkula, Haryana 134109, India",+91 80548 84455,https://www.ekyana.com/,5,15,False,"['Yoga studio', 'Ayurvedic clinic', 'Pilates studio', 'Wellness center']",ChIJXcMK0cGTDzkRWwPj7h1KNZE,30.6984825,76.8544553,23,primary_cat
HUDA Gymkhana Club,Club,Panchkula,134109,Haryana,"Sector 3, Panchkula, Haryana 134109, India",,,4.2,458,False,"['Club', 'Gym']",ChIJm8d7cX-TDzkRpKbh0TJAMUo,30.6873196,76.8708349,292,secondary_cat
Health Lounges,Fitness center,Panchkula,134107,Haryana,"103A, gh-5, Mansa Devi Complex, Sector 5, Panchkula, Haryana 134107, India",+91 85580 07103,https://healthlounges.com/,4.9,95,False,"['Fitness center', 'Dietitian', 'Health consultant', 'Health counselor', 'Meditation center', 'Mental health service', 'Nutritionist', 'Physical fitness program', 'Yoga instructor', 'Yoga studio']",ChIJYTkjK7mTDzkR_ZX3jUoG7Ss,30.7133421,76.8526762,0,primary_cat
Fitness Healthy Club,Fitness center,Zirakpur,160104,Punjab,"SHNo. 63, First Floor, Shakti Enclave Rd, Krishna Enclave, Dhakoli, Zirakpur, Punjab 160104, India",+91 80544 89101,,5,2,False,"['Fitness center', 'Coaching center', 'Nutritionist', 'Sports nutrition store', 'Yoga studio']",ChIJd2lQfNWVDzkRHz1QWx0sBdg,30.6575598,76.841765,68,primary_cat
Diet Club,Fitness center,Panchkula,134109,Haryana,"H.no, 400, Sector 7, Panchkula, Haryana 134109, India",+91 98760 02929,https://dietclub.in/,5,145,False,['Fitness center'],ChIJ7WqJdIOTDzkRBvpPFk-8HsU,30.704194,76.843967,1192,primary_cat
Cosmopolitan Wellness Spa,Spa and health club,Panchkula,134114,Haryana,"Mansa Devi Complex, Near, Railway Under Bridge, Mansa Devi Complex, Bhainsa Tibba, MDC Sector 4, Panchkula, Haryana 134114, India",+91 91150 01662,,4.2,52,True,['Spa and health club'],ChIJq3vWOBmTDzkRKTBQFyJdFP0,30.7198759,76.8527563,36,primary_cat
SAMAYAA WORLD SPA,Spa and health club,Panchkula,134116,Haryana,"MWQ4+MGR, PANCHKULA . MORNI ROAD, NADA SAHIB. BADIYAL ROAD, Panchkula, Haryana 134116, India",,,4.1,73,True,['Spa and health club'],ChIJa30IMpiTDzkRpw94OAeIltM,30.689242,76.906254,79,primary_cat
Command Clinic,Wellness center,Panchkula,134107,Haryana,"PVFG+GM3, Sector D, Chandimandir Cantonment, Panchkula, Haryana 134107, India",,,5,1,True,['Wellness center'],ChIJf2gaLt-TDzkRguwmPjyRCr4,30.7237625,76.8766719,1,primary_cat
Zone 5,Fitness center,Panchkula,134109,Haryana,"level -1, Hi5 Mall, Sector 5, Panchkula, Haryana 134109, India",+91 90414 10152,https://zone5.in/,5,9,False,['Fitness center'],ChIJffalUTuTDzkRwlqveHFQO0M,30.6995764,76.853232,15,primary_cat
Pro Ultimate Gyms - MDC Panchkula,Gym,Panchkula,134114,Haryana,"Floor 1-2, Mansa Devi Complex, SCO 80-81, Mansa Devi Complex, Sector 5, Panchkula, Haryana 134114, India",+91 80074 00081,https://www.proultimategyms.in/,4.7,697,False,['Gym'],ChIJXTM2W52TDzkRn8fqj-njQQs,30.7154725,76.8508178,58,primary_cat
BASE DANCE & FITNESS ACADEMY,Aero dance class,Panchkula,134112,Haryana,"Booth, Number 127-A, inside market, Sector 11, Panchkula, Haryana 134112, India",+91 79863 64168,,5,13,False,"['Aero dance class', 'Hip hop dance class', 'Salsa classes']",ChIJB0tIx8GTDzkRp64b8y9GoxY,30.6854746,76.8542483,107,title_keyword
Charu Dance Academy Panchkula,Dance school,Panchkula,134109,Haryana,"HOUSE NO 516, 516, Sector 2, Panchkula, Haryana 134109, India",+91 99961 30572,,4.9,99,False,"['Dance school', 'Fitness center']",ChIJAaBvATOTDzkRXkb1VQ7Wa9Y,30.6932627,76.8644614,232,secondary_cat
Anu's Dance Studio,Gym,Panchkula,134117,Haryana,"674, Sector 21, Budanpur, Panchkula, Haryana 134117, India",,,4.8,26,True,['Gym'],ChIJ1S0YFQCVDzkRMi1MVZAIVtE,30.679583,76.8656616,8,primary_cat
Durim Gym,Gym,Panchkula,134109,Haryana,"Sector 7 Market, Sector 7, Budanpur, Panchkula, Haryana 134109, India",+91 98150 03690,,4.5,112,False,['Gym'],ChIJDaRNAT-TDzkRibIGQKlSvHg,30.7069167,76.8449631,36,primary_cat
HUDA Gymkhana Club,Club,Panchkula,134109,Haryana,"PV35+9H7, Sector 6, Panchkula, Haryana 134109, India",+91 172 258 5884,,4.1,1038,True,['Club'],ChIJ3-IRE22TDzkRDMaRjCsSfuI,30.7034033,76.8589354,415,title_keyword
Divya Yog Mandir,Yoga studio,Panchkula,160101,Chandigarh,"PR4R+VM7, Sector 7, Panchkula, Chandigarh 160101, India",+91 93161 23090,https://healthservices.divyayoga.com/,4.8,62,True,['Yoga studio'],ChIJ2aaiEDmTDzkRtic-IV9DlRM,30.7071722,76.8416637,57,primary_cat
Pro Ultimate Gyms - Dhakoli,Gym,Zirakpur,160104,Punjab,"SCO 5-6, Floor, 1-2-3, near Railway Crossing, opp. Police Station, Dhakoli, Zirakpur, Punjab 160104, India",+91 73473 42388,https://proultimategyms.in/,4.8,1117,False,"['Gym', 'Fitness center']",ChIJW2_6l8CUDzkR4fUDJ9u1NNs,30.6546436,76.8444754,118,primary_cat
Ultra Fitness Gym,Gym,Zirakpur,160104,Punjab,"KAMDHENU HOMES, 131, opposite to kamdhenu, Krishna Enclave, Dhakoli, Zirakpur, Punjab 160104, India",+91 77000 05329,,4.9,15,False,['Gym'],ChIJ-W4XNwiVDzkRTps1LG7k-Kc,30.6549759,76.8392668,6,primary_cat
Fitjaws Gym & Fitness Club,Public bathroom,Zirakpur,160104,Punjab,"7 and 8, 2nd floor, main road, above axis bank, Ms Enclave, Dhakoli, Zirakpur, Punjab 160104, India",+91 95016 54316,http://www.fitjaws.com/,4.9,257,False,"['Public bathroom', 'Fitness center', 'Gymnastics club', 'Yoga studio']",ChIJITaMJBOVDzkR-kiBJhbOUvE,30.6569226,76.8448484,99,secondary_cat
Champion Gym (Dhakoli),Fitness center,Zirakpur,140603,Punjab,"Lower Ground Floor, Vasant Vihar, SCO 28-29, TEH, Vasant Vihar Phase 1, HIMATGARH, Dhakoli, Zirakpur, Punjab 140603, India",+91 76529 37990,http://championgym.com/,5,10,False,['Fitness center'],ChIJf_JalHGVDzkRTpQk43-wh9g,30.6569826,76.8382669,5,primary_cat
Galaxy Fitness Zone,Fitness center,Zirakpur,160104,Punjab,"SCO 36, Top Floor, near MRF Tyres, Dhakoli, Punjab 160104, India",+91 88472 14717,,4.7,24,False,"['Fitness center', 'Gym']",ChIJG1iTf4WVDzkRSPlQ5ECuey0,30.6536506,76.844242,50,primary_cat
TNT Gym Baltana,Physical fitness program,Zirakpur,140604,Punjab,"SCO - 5678, K - Area Rd, Baltana, Dhakoli, Zirakpur, Punjab 140604, India",+91 98152 55575,https://www.tntgyms.com/,4.7,513,False,['Physical fitness program'],ChIJF6scx3uVDzkRwN7nvkaSPSg,30.6606497,76.8277408,138,primary_cat
BURNOUT GYM,Fitness center,Zirakpur,160104,Punjab,"Vasant Vihar ph-3 Market, Vasant Vihar Phase-2, Krishna Enclave, Dhakoli, Zirakpur, Punjab 160104, India",,,5,46,False,"['Fitness center', 'Gym']",ChIJhcgdkGSVDzkR2GuUA5l7thE,30.6547051,76.8416298,44,primary_cat
Blaze Gym & Spa Zirakpur,Fitness center,Zirakpur,140604,Punjab,"SCO 1-2, Kalgidhar Enclave, Baltana, Kalka Shimla Highway, Zirakpur, Punjab 140604, India",+91 1762 530 160,http://thedevilangel.com/,4,202,False,['Fitness center'],ChIJN3z56LSUDzkRQsRNTqWLxtg,30.660619,76.827609,19,primary_cat
The Pump House Gym,Gym,Zirakpur,140603,Punjab,"Second Floor, Hermitage Plaza, Krishna Enclave, Dhakoli, Zirakpur, Punjab 140603, India",+91 77430 55505,https://www.instagram.com/pumphousezirakpur,4.4,26,False,['Gym'],ChIJr_GIXJKVDzkRZAznFgCLA5c,30.6580383,76.839506,7,primary_cat
Athelonics Hybrid Gym Zirakpur,Gym,"Zirakpur, Panchkula",160104,Punjab,"City Court, Highway, Guru Gobind Singh Nagar, Dhakoli, Zirakpur, Panchkula, Punjab 160104, India",+91 85914 99554,https://athelonics.in/,4.7,26,False,['Gym'],ChIJodH1RQOVDzkRBDLl7-z3BQ4,30.6613276,76.8350666,17,primary_cat
Athletiq Hybrid Gym,Fitness center,Zirakpur,160104,Punjab,"first Floor, City Court, SCO: 10, NH5, Guru Gobind Singh Nagar, Dhakoli, Zirakpur, Punjab 160104, India",+91 78371 00333,https://athletiqgyms.in/,4.2,44,False,['Fitness center'],ChIJiy1RYjOVDzkR-vfpMeBKb8g,30.6613716,76.8346721,12,primary_cat
Club Viva,Gym,Zirakpur,160104,Punjab,"Showroom Number 93B, Dee Ess Estates, railway crossing, opposite Dhakoli, Dhakoli, Zirakpur, Punjab 160104, India",,,4.4,39,False,['Gym'],ChIJrU_tQDyVDzkRNGutx1Yv6PM,30.654807,76.8458146,34,primary_cat
Newlife style wellness centre,Fitness center,Zirakpur,160104,Punjab,"Shop no 7-8, Brar Complex, Dhakoli, Zirakpur, Punjab 160104, India",+91 98154 04047,,5,7,False,['Fitness center'],ChIJr07gEP6VDzkRw1nXRO-idzA,30.6552251,76.8442608,14,primary_cat
Jancy Yoga Fitness Club,Yoga studio,Zirakpur,160104,Punjab,"414 FF, Ms Enclave, Dhakoli, Zirakpur, Punjab 160104, India",+91 78371 96172,,5,71,False,['Yoga studio'],ChIJ8QrK7K6VDzkRr1zljm74vYo,30.6549787,76.8484438,12,primary_cat
Valiance Boxing & Fitness,Gym,"Chandigarh, Zirakpur",160104,Punjab,"First Floor, Sco No. 05, Old Ambala Rd, Dhakoli, Chandigarh, Zirakpur, Punjab 160104, India",+91 78888 36918,,4.9,266,False,['Gym'],ChIJJ_aKl4uVDzkRaJ35yq0kxXQ,30.6540467,76.8444816,154,primary_cat
Fitness Junction,Gym,Kishanpura,160104,Punjab,"First Floor, PANCHKULA SHOPPING COMPLEX, D.S.S. 14-15-16, Dhakoli, Kishanpura, Punjab 160104, India",+91 99146 59011,,4.9,29,False,['Gym'],ChIJZ32lJ9CVDzkRWzEnAF8TTZA,30.6544084,76.8508955,23,primary_cat
Fab Fitness - Gym and Cardio,Fitness center,Zirakpur,160104,Punjab,"SCO 423, near Nimantran Banquet Hall, Green City, Dhakoli, Zirakpur, Punjab 160104, India",+91 98881 40409,,4.9,20,False,"['Fitness center', 'Gym', 'Gymnasium school', 'Health consultant']",ChIJ4xzvZbyUDzkRZ_EwGD5Xpg4,30.6652807,76.8439093,9,primary_cat
Amrita Yoga Dhakoli,Yoga studio,Zirakpur,160104,Punjab,"House No 72, Gulmohar Block, Dhakoli, Zirakpur, Punjab 160104, India",+91 99150 11889,https://www.instagram.com/amrita_yoga_dhakoli?igsh=YmwyeWgwNTN6MWUx,5,14,False,['Yoga studio'],ChIJJx7DiNWVDzkRd9UKh3lq22A,30.6537143,76.846551,7,primary_cat
chandigarh yoga,Mediation service,Zirakpur,160104,Punjab,"h.no-5, Ms Enclave, Dhakoli, Zirakpur, Punjab 160104, India",+91 97804 59441,,4.9,29,False,['Mediation service'],ChIJETz3-g-VDzkRTrxJNr22wxc,30.6554355,76.8460753,20,title_keyword
SATYOG - Traditional Yoga Studio,Yoga studio,"Kishanpura, Zirakpur",140603,Punjab,"Second Floor, Sushma Capital, 7, Peer Muchalla Rd, Dhakoli, Kishanpura, Zirakpur, Punjab 140603, India",+91 70870 27576,,4.3,19,False,"['Yoga studio', 'Meditation center', 'Personal trainer', 'Wellness center', 'Yoga instructor']",ChIJ5S8nSWOVDzkRmk0P4tRZ0x4,30.6532814,76.8508808,19,primary_cat
SHAKTI HOT YOGA,Yoga studio,"Zirakpur, Sanauli",140603,Punjab,"SHAKTI HOT YOGA, SHOP-1, 1, Peer Muchalla Rd, near VICTORIA FLOORS, Dhakoli, Zirakpur, Sanauli, Punjab 140603, India",+91 90013 11902,https://www.instagram.com/shaktifityoga/,5,180,False,"['Yoga studio', 'Aerial sports center', 'Mediation service', 'Physical fitness program']",ChIJ56-Bi9yVDzkRkSv_gFFqTBs,30.6553647,76.8529425,415,primary_cat
Vidya Yog Studio,Yoga studio,"Panchkula, Sanauli",160104,Punjab,"7, D, Scf. 6, Market Rd, adj. Sec.20, Peer Muchalla, Panchkula, Sanauli, Punjab 160104, India",+91 72760 00039,,5,13,True,['Yoga studio'],ChIJNThzDACVDzkRkSwZHnk27mM,30.6557182,76.8552587,4,primary_cat
Sattva (Yog & Diet Studio),Yoga studio,"Zirakpur, Sanauli",160104,Punjab,"Sco 1 top first floor, near tnt gym, Dhakoli, Zirakpur, Sanauli, Punjab 160104, India",,,5,74,False,['Yoga studio'],ChIJK6WkdQCVDzkRN5YvQ1d9OGM,30.6562379,76.8531529,2,primary_cat
Elevate - Best gym in Peer muchalla,Gym,"Zirakpur, Kishanpura",140603,Punjab,"Second Floor, Sushma Capital, 8-11/14-19, Peer Muchalla, Zirakpur, Kishanpura, Punjab 140603, India",+91 97215 00038,https://true-elevate.com/,4.6,296,False,['Gym'],ChIJu_HOASqVDzkRciemlcypXz8,30.6533006,76.8509209,53,primary_cat
RV Fitness Gym,Gym,"Panchkula, Zirakpur",140604,Haryana,"15,16,17, 18, Sector 19, Panchkula, Haryana 140604, India",+91 79733 79155,https://www.instagram.com/rv_coaching_/profilecard/?igsh=cjVlNGJkYXNuZjJp,5,4,False,['Gym'],ChIJ7VbYWlCVDzkR80um7dUJ_NE,30.6628798,76.8306286,3,primary_cat
Akash Dreamers Dance Studio,Hip hop dance class,Zirakpur,140604,Punjab,"Sco 4, 2nd floor Above PP diary Hem vihar, Baltana, near highland society, Punjab 140604, India",+91 83600 03414,https://www.google.com/search?q=akash+dreamers+dance+studio+reviews&oq=akash&aqs=chrome.1.69i57j69i59l3j0i271.1458j0j7&client=ms-android-vivo&sourceid=chrome-mobile&ie=UTF-8,4.9,168,False,"['Hip hop dance class', 'Yoga studio']",ChIJXWPlsPSVDzkRlhkAL_uMIDc,30.663672,76.8303693,31,secondary_cat
Stress Fitness,Personal trainer,"Azizpur, Zirakpur",160104,Punjab,"Flat No 11, Defence Apartments, Near, K - Area Rd, Dhakoli, Azizpur, Zirakpur, Punjab 160104, India",+91 98764 44836,,5,11,False,['Personal trainer'],ChIJo0jttfmVDzkRfpKv0ZoxQKo,30.6600017,76.8343874,7,primary_cat
la viva fitness zone,Gym,Chandigarh,160101,Chandigarh,"2562, ground floor, first floor, second floor, Sector 13, Chandigarh, 160101, India",+91 98882 55786,,4.6,28,True,['Gym'],ChIJD4cCECyTDzkRppqJ6ytnCMQ,30.7186727,76.830996,2,primary_cat
Bloodline fitness - Gym in Manimajra,Gym,Chandigarh,160101,Chandigarh,"2007/1, Pipliwala Town, Shanti Nagar, Sector 13, Chandigarh, 160101, India",+91 96466 11066,,5,67,False,['Gym'],ChIJ9WICcgCTDzkRLYUAWU1XGvA,30.7197685,76.8324934,8,primary_cat
Suplex Gym,Gym,Chandigarh,160101,Chandigarh,"2104, 1st floor, Pipliwala Town, Adarsh Nagar, Sector 13, Chandigarh, 160101, India",,,4.5,22,False,['Gym'],ChIJ-27bsTmTDzkRbEHzvPJGT3U,30.7200532,76.8327701,16,primary_cat
YOGANANDA,Yoga studio,Panchkula,134113,Haryana,"S.C.F 131, Sector 17, Panchkula, Haryana 134113, India",,,4.7,10,False,['Yoga studio'],ChIJKZYfOU-TDzkRcfLuC5Mwib0,30.6962594,76.8355704,29,primary_cat
Body Temple,Gym,Panchkula,134112,Haryana,"Scf 83, 1st Floor, Sector 4, Panchkula, Haryana 134112, India",+91 98889 29398,,4.2,33,False,['Gym'],ChIJt2bSNnuTDzkRYJnFQHzUjDk,30.6904091,76.861052,61,primary_cat
Anytime Fitness,Gym,Panchkula,134116,Haryana,"First and Second floor, Urban Estate, SCO 395, nearby KFC, Sector 20, Panchkula, Haryana 134116, India",+91 63999 00075,https://www.anytimefitness.co.in/gyms/in-1224/panchkula-haryana-134116/,4.3,65,False,"['Gym', 'Fitness center']",ChIJbXBpc3uVDzkRXyO-oG3USdw,30.6721466,76.85547,90,primary_cat
Yog Divya Mandir Sector 12 Panchkula,Fitness center,Panchkula,134112,Haryana,"Yog Chikitsalaya & Training Centre, Haryana Yoga Sabha, Railla, Sector 12, Panchkula, Haryana 134112, India",+91 90416 49049,,5,1,False,['Fitness center'],ChIJbZuA6kiVDzkRP0x5Lo0YelA,30.6808037,76.8558902,7,primary_cat
PHYSIYOG CLINIC ( PYC),Physical therapist,Panchkula,134112,Haryana,"864, Sector 21, Budanpur, Panchkula, Haryana 134112, India",+91 98763 91712,,4.9,75,False,"['Physical therapist', 'Pain management physician', 'Yoga studio']",ChIJv3tdRIGVDzkRxqBmOCAH77s,30.6767684,76.8653562,56,secondary_cat
CoachAmarsh,Physical fitness program,Panchkula,134112,Haryana,"986/11, Budanpur, Panchkula, Haryana 134112, India",+91 93177 04579,https://coachamarsh.com/,,,False,['Physical fitness program'],ChIJiWHUiDmTDzkRQKSmL0S9UcA,30.6868576,76.8544179,3,primary_cat
Raghav Fitness - yoga Home Personal Trainer,Personal trainer,Panchkula,134112,Haryana,"House No. 1645, Sector 4, Panchkula, Haryana 134112, India",+91 98880 77075,,4.9,93,False,"['Personal trainer', 'Physical therapist', 'Weight loss service', 'Yoga instructor']",ChIJ-cKKb32TDzkRli1S59ZDdl0,30.68384,76.862632,40,primary_cat
fitmeandyouwellnessclub,Wellness center,Panchkula,134112,Haryana,"Budanpur, Panchkula, Haryana 134112, India",,,,,False,['Wellness center'],ChIJb29QHHuTDzkRns5S3YRb8Hk,30.685443,76.857682,5,primary_cat
Rexall wellness,Wellness center,Panchkula,134113,Haryana,"Site No. 2, Nursing Home, opposite SBI Training Center, Sector 14, Panchkula, Haryana 134113, India",,,5,1,False,['Wellness center'],ChIJa1DQBniVDzkRKVd4_GNx8ws,30.6795601,76.8495808,3,primary_cat
FITRIZ WELLNESS CLUB,Nutritionist,Panchkula,134112,Haryana,"House no. 676, Sector 12-A, Panchkula, Haryana 134112, India",,,5,5,False,['Nutritionist'],ChIJe-NOj_OTDzkRlMe7Cu2PWhA,30.6725635,76.8522116,90,title_keyword
Light And Might,Yoga studio,Panchkula,134112,Haryana,"MVP6+PJ4, Sector 4, Budanpur, Panchkula, Haryana 134112, India",,,,,True,['Yoga studio'],ChIJ_wDbOgCTDzkRc1bAuwqQ9FU,30.686759,76.861568,1,primary_cat
Nidanam Wellness,Ayurvedic clinic,Panchkula,134112,Haryana,"DSS 143 FF, sector 11, Near, Geeta Mandir Rd, Sector 11, Panchkula, Haryana 134112, India",+91 92160 84777,http://www.nidanamwellness.com/,4.3,127,False,"['Ayurvedic clinic', 'Alternative medicine clinic', 'Day care center', 'Health consultant', 'Holistic medicine practitioner', 'Hospital', 'Naturopathic practitioner', 'Pain management physician', 'Skin care clinic', 'Weight loss service']",ChIJq6qqamGTDzkRuutKBHy5VS4,30.6845145,76.8559346,4,title_keyword
Mind Wellness Point,Wellness center,Panchkula,134112,Haryana,"805, Haryana Forest Colony, Sector 11, Panchkula, Haryana 134112, India",+91 98123 27537,,,,False,['Wellness center'],ChIJ02TXtLOVDzkRWQWmIIrn1r0,30.681692,76.8521371,3,primary_cat
Emerald Martial Arts,Fitness center,Panchkula,134112,Haryana,"SCO 37 Top Floor, Sector 12, Panchkula, Haryana 134112, India",+91 94174 06261,http://emeraldmartialarts.com/,4.8,82,False,"['Fitness center', 'Martial arts school', 'Gym', 'Gymnastics club', 'Kickboxing school', 'Personal trainer', 'Physical fitness program', 'Self defense school', 'Taekwondo school', ""Women's personal trainer""]",ChIJi5JJ4JyUDzkR6cYvY3FP3DM,30.6798252,76.858958,54,primary_cat
Level Up Gym,Gym,Zirakpur,140604,Punjab,"SCO-6,7, Walia Complex, Ramleela Ground, Baltana, Sector 19, Zirakpur, Punjab 140604, India",+91 98884 51817,https://www.instagram.com/the_levelupgym?igsh=b204aWpxaTI0bzVh,4.8,192,False,"['Gym', 'Fitness center']",ChIJuYrXPS-VDzkRKMIz4SU6f6g,30.6694277,76.8282726,63,primary_cat
S.R. Life Fitness,Gym,Zirakpur,160040,Punjab,"Top Floor, Sco 4, Peer Baba Rd, Baltana, Sector 19, Zirakpur, Punjab 160040, India",+91 90411 26926,http://srlifefitness.in/,5,93,False,['Gym'],ChIJIR9MH-qVDzkRYY9tIu_VNls,30.6696232,76.827734,60,primary_cat
Pro Fitness Gym,Gym,Zirakpur,140604,Punjab,"Shop no 54, Ram Leela Ground, Peer Baba Rd, Baltana, Sector 19, Zirakpur, Punjab 140604, India",+91 99888 42632,,4.9,11,True,['Gym'],ChIJ1zg7P7GVDzkRxMq_pBcS05A,30.6697638,76.827729,10,primary_cat
Infinity Lift,Gym,Zirakpur,140604,Punjab,"1st & 2nd Floor, Walia Complex, SCO 4, Peer Baba Rd, Baltana, Sector 19, Zirakpur, Punjab 140604, India",+91 97799 33370,http://infinitylift01.netlify.app/,5,103,False,['Gym'],ChIJubC5F2eVDzkRztYikdppfvs,30.6691423,76.8276488,27,primary_cat
Body Fitnees Gym,Gym,"Panchkula, Zirakpur",140604,Punjab,"MR9H+R46, Tribune Colony, Sector 19, Panchkula, Zirakpur, Punjab 140604, India",+91 95925 78003,,4.5,18,True,['Gym'],ChIJUxpga62UDzkRLXZXyMlIaX0,30.6695466,76.8277646,7,primary_cat
JK Cricket Academy & fitness club.,Cricket club,Zirakpur,140603,Punjab,"Sohi road, near police station, Baltana, Zirakpur, Punjab 140603, India",+91 79861 11632,,4.6,9,False,"['Cricket club', 'Fitness center', 'Yoga instructor']",ChIJ5Vty1_LtDzkRDq0pos7Rtqs,30.6668848,76.8205532,36,secondary_cat
Best Taekwondo Club,Fitness center,Zirakpur,140604,Punjab,"Prachin Shiv Temple Near:- FOOD PLAZA, Baltana, Sector 19, Zirakpur, Punjab 140604, India",+91 81466 63522,,5,185,False,"['Fitness center', 'Taekwondo school', 'Karate school', 'Kickboxing school', 'Martial arts school', 'Physical fitness program', 'Self defense school', 'Sports club']",ChIJ2aDv39aVDzkRS4uuhx9ER2M,30.6691323,76.8284697,338,primary_cat
The Wellness Way,Wellness center,Zirakpur,140604,Punjab,"Peer Baba Rd, Baltana, Zirakpur, Punjab 140604, India",+91 6284 896 429,,,,False,['Wellness center'],ChIJdekNC_KVDzkRE_M_EpRkfIQ,30.6737904,76.8278548,2,primary_cat
YOG DIVYA ASHRAM - YOGA CLASS,Yoga studio,Zirakpur,140604,Punjab,"36, Hem Vihar Phase 2, opposite Highland Society, Baltana, Sector 19, Zirakpur, Punjab 140604, India",,,4.5,4,False,"['Yoga studio', 'Yoga retreat center']",ChIJzWZydLOUDzkRW1WikJ4_3KU,30.664216,76.8291135,36,primary_cat
